Comentarios,Categoria
JAJAJA porque ese pavo anda con gafas oscuras en la noche?no ve ni donde esta xdd,videojuegos
Amo amo a este bro . Me llega una notificación de este hermoso canal y boy por unas papas y un refresco ️ un saludo desde Guadalajara Jalisco México,videojuegos
Dame comida  0:50,videojuegos
Eatuvo  mui  guenooo,videojuegos
eri 1genio,videojuegos
Viendo como son estos al igual próximamente compran un asesino de verdad,videojuegos
️,videojuegos
Tempra mi genu,videojuegos
"Buen video reacción, saludos desde Perú",videojuegos
LLEGUE TEMPRANO UWUU,videojuegos
"Ese genu ya lo
echaba de menos",videojuegos
Hey genu hay un juego que probablemente te guste que es parecido al dead by daylight se llama Home sweet Home ojalá te guste y probablemente súpere mucho al dead by daylight,videojuegos
Holaaaaa,videojuegos
A ver las aventuras del gafas ,videojuegos
el gafas subio video,videojuegos
Que miedo los payasos,videojuegos
Genu eres un cracko,videojuegos
Próximamente: compramos un pro$t¡tuta  en la dark web xdxdxdxd,videojuegos
Yo te conosi por ver scape the ayuwoki,videojuegos
Hola genius,videojuegos
Te quiero genul eres el mejor,videojuegos
"Buen video genu, siempre sorprendiéndonos",videojuegos
Genu el ark sube,videojuegos
damn,videojuegos
Nueva sub,videojuegos
Estaba jugando pes 2021. Y me vine. Corriendo. A ver genu,videojuegos
Esta guapo el payaso,videojuegos
"Compramos un Payaso en la Dark Web y... Sabia chistoso

PS:
Me encantó la intro del video.",videojuegos
buen video,videojuegos
Genu el ark sube,videojuegos
4,videojuegos
Bro,videojuegos
Primerito ,videojuegos
Link para aliexpress por si queréis usar el código: https://best.aliexpress.com/,videojuegos
"JJAJAJAJAJAJJAJAJAJAJAJAJA Mira, sólo por ver a Ricoy con un casco de moto pilotando un dron, ha valido la pena ver este vídeo.",videojuegos
"Buenas gente, como estan? Los invito a todos los jugadores de rust al server de discord donde pueden encontrar desde gente para jugar y hacer teams hasta sorteos para todos, espero le den una chance

https://discord.gg/MwGtW9vsqn",videojuegos
"Esa intro vale oro, un poco más que el resto del vídeo. Grande ricoy.",videojuegos
No ve tu que pelazo lleva el ricoy,videojuegos
que guapo estas con tu pelo,videojuegos
Que corto que se me hizo este video.,videojuegos
️️️️️️️,videojuegos
"Extrañaba que seas un tieso jajaja xd , te quierooooo",videojuegos
"La verdad yo creo que alexby merece un agradecimiento por poder crear rust salvaje, aunque lo hizo indirectamente yo creo que te ayudo mucho en tu crecimiento, no lo sigo ni nada pero creo que es asi",videojuegos
Tiezoooo  ricoy el tiezo mayor,videojuegos
"Tus videos Me relajan Mucho después de trabajar y me motivan a Jugar un poco de Rust. 

Pero como no tengo tanto tiempo para jugar en un Solo Vanila solo juego de server en server X5 o X10 Sin BPS.


Saludos desde Chile Ricoy. Sigue asi",videojuegos
"¿Mejor que las pajas?, imposible.....

Debo probarlo....",videojuegos
Que lindo el dron cuidado no lo pierdas xD  ,videojuegos
2:56 mi momento ha llegado xd,videojuegos
La pagina pirata agarro a 9K si compras Rust te llega Tsur,videojuegos
Messirve la intro,videojuegos
en plan en plan? really? jajaaja,videojuegos
Que cute el ricoy piloto ,videojuegos
Definitivamente el Rey de los Tiesos,videojuegos
te amo tieso :),videojuegos
"Si lees esto, te deseo un lindo día ",videojuegos
como me hiciste recordar a enrique iglesias q se saco un dedo con su drooncito en un reci +1000 perri,videojuegos
Like por videos mas largos,videojuegos
ricooy que paso con tu antigua pc? me interesa ese i7 jajajaj,videojuegos
"grande ricoy, cada vez con mas apoyo <3",videojuegos
7:56 chino farmer,videojuegos
“Todo el que quiera despegar ahora de Latinoamérica que se suba al dron” Jajajajajajajaa,videojuegos
"cualquier persona normal: OH un c4, OOOH misiles!
ricoy: TIENE UNA PALA! LA QUIERO",videojuegos
Ricoy has otro pa ver si te pones un poco duro,videojuegos
"Como que 15 minutos ricoyy, nos estas tomando el peloo??, Nosotros queremos ver 30 minutos haha, un saludito tieso",videojuegos
Nuevo wipe en Tiesoland,videojuegos
Tiesoo! Intente utilizar tu código en aliexpress desde Colombia y no me dejó.,videojuegos
Que guapa la intro Dios me reí de locos que Makina bro,videojuegos
"Ver a ricoy matando tiesos y estar feliz con si dron me hizo el día, grande TIESO!!",videojuegos
"Nadie:
Ricoy: Patrocinando aliexpress mientras trabaja para amazon",videojuegos
"Estas a un nivel altisimo Ricoy, segui asi",videojuegos
no funciona el código tieso!,videojuegos
"2:25 JAJAJAJAJAJAJAJA me hizo el día ""Esto es mejor que las pajas"" xd",videojuegos
Mañana wipe con banano agus,videojuegos
Ricoy ese dron iba más loco que el de la tienda del Rust ,videojuegos
Mi tieso favorito ;v .,videojuegos
yo conozco mercado libre,videojuegos
"Ayer vi un video tuyo, hoy entro a este y me marca la campana desactivada :v",videojuegos
a casaaa tiesoss !,videojuegos
Empieza en el 4:00 ... Entre el spam y los.anuncios vaya tela colega,videojuegos
"Todo el video con arco, Lo conoces a malardoy?",videojuegos
Y pa cuando el wipe con volcano,videojuegos
F RustReaper ,videojuegos
Tieso que partida ,videojuegos
"Bien ricas esas mochas que les das a los Tiesos, es un ASRM de rust? Se te quiere Ricoy ️",videojuegos
"Como ricoy es streamer, vamos a mandarle una caja llena de mierda de AliExpress xD",videojuegos
"Ricoy lleva como 3 semanas con el pelo de vieja gris y sus videos en youtube aun no aparece, cuanto material",videojuegos
eres la leche!... Me la parto contigo.... Mejor k las pajas dice,videojuegos
No me funciona tu código de aliexpress :(,videojuegos
"Cuando se acabe rust que, que pesao",videojuegos
"En el banco me dieron también esos cosas para los dedos, pero como no sabía pensé que era preservativo, y le dije a la joven hermosa, disculpe no es para presumir pero uso talla grande  y me dice toda apenada que es para el dedo cuando voy al cajero, y yo cuando me doy cuenta de mi error le digo por lo mismo, no creo que quepa en mi dedo  no se preocupe el estira  y yo dije, aahhh así como el otro.  La pobre estaba rojo intenso",videojuegos
Alguien estaba muy fumao hoy jajajajajaja como niño en jugeteria eh ricoy,videojuegos
lo mejor de Rust los comienzos,videojuegos
"deberías hacer videos de opening de productos de aliexpress, que divertido chavaaaaaaaaaal! saludos desde chile",videojuegos
Lol aliexpress xDDDDDDDDDD,videojuegos
"Gracias por el vídeo de hoy, un abrazo.",videojuegos
Cortito como estornudo de gato (¬_¬ ),videojuegos
Exelente ricoy buena empezada saludos desde chile,videojuegos
nuevo comienzo si señor!!!   ;),videojuegos
Like si te gusto esa intro con pequeñas cosas,videojuegos
"Mete más publicidad, por estos zarpado videos me cómo medio vídeo de anunció, sos GODDDDDD",videojuegos
Hay un poco de Rust en el Spam.,videojuegos
el tieso no pone cuando se da el dron contra la pantalla ;),videojuegos
"Coño, justo iba a comprar algo de aliexpress y me arrepentí xD",videojuegos
jajaj la cancion de 9z,videojuegos
El mejor ricoy con el dron me mori de risa Jja,videojuegos
"¿sabeis lo que es esto? esto es pa' rascarse los huevos
-Ricoy el mejor 2021",videojuegos
"Sos bueno y me da una bronca,  saludos",videojuegos
 ,videojuegos
AJAJJAJA COMO TE AMO,videojuegos
"Desde argentina, con el pelo así pareces messi prime",videojuegos
Me gustaría jugar como tú tiesoo te quiero Bro ️,videojuegos
Me encuentro con un val y eesinstalo,videojuegos
"Otro miércoles más, con Rikoy y el mofletitos. Saludos y que te valla genial en este wipe(creo que se escribe así).",videojuegos
Llego caja a estación de trenes 2:36,videojuegos
Génial!,videojuegos
"Ricoy que le den por saco a los Dislike ,  Que te pasa tieso??????",videojuegos
Unas de las mejores intros de Ricoy,videojuegos
haahahhaha ricoy con el dron,videojuegos
NICE,videojuegos
Para rascrse los que heeeee,videojuegos
"Capitulo 1: Desde Cero
Capitulo 2: Ya con AK gente! ",videojuegos
"NICE,NICE",videojuegos
Ricoy estás rotisimo,videojuegos
Te sigo desde los 40mil sub cuando jugabas con menos trece la verdad que me siento de orgullo  que unos de mis youtubers favoritos estén creciendo.,videojuegos
HOY VAS A HACER DIRECTO?''?????',videojuegos
"Cabrón me has hecho sufrir cuando fuiste a pillar el dron con la mano,ya me temía que ibas a perder un dedo por la gracia jajaja. Está guapa la cajita oye,buen detalle. Like.",videojuegos
"-YOUTUBER QUERIÉNDOME METER PROMO
YO: NI LOCO CHAVAL  
-EL RICOY QUERIÉNDOME METER PROMO
YO: CLARO QUE SI TIESO !!",videojuegos
Ricoy como se descarga rust,videojuegos
No va el código ricoy21ae,videojuegos
"Buah, comienzo épico, como me gusta verte farmear tiesos. Muchas gracias por el contenido @Ricoy.",videojuegos
ejejejjeejejejejejejejee,videojuegos
2:50 CUANDO MANEJO UN HELI,videojuegos
"siempre me han gustado tus videos, te veo desde la ultima película que grabaste el gigante de acero, un abrazo hogarth hughes <3",videojuegos
"Me queme los ojos viendo farmear al ricoy,pero buen video",videojuegos
LOS VIDEOS MAS LARGOS TIESOO,videojuegos
Yo solo te conosco por Menos trece Si no es por el  No sabria de tu existencia.Tieso,videojuegos
bro mereces verificacion en yotube juegas muy bien y me divierto una banda viendo tus vidios,videojuegos
Jajajaja solo a ricoy se le ocurre usar un dron dentro de su cuarto jajajajajajajaja,videojuegos
Denle like... No comentario,videojuegos
Juega last island of Survival es similar  saludos,videojuegos
no guiño el ojooooo chicos ayuda,videojuegos
temazo de fondo gg,videojuegos
"RICOLIIIIIIIINNN, UN SALUDO GRANDE DESDE MEXICO CRACK! ÉXITO EN TODO!",videojuegos
Donde esta el autista del hater que dio dislike,videojuegos
"Ricoy una maquina, fiera, titan, mastodonte sos un crack saludos <3",videojuegos
"Los sponsor ya empiezan a ser más importantes como AliExpress, eso hace notar que cada vez estás creciendo más! Felicidadess",videojuegos
"Juguetito nuevos para ricoy. 
Ahora si tienes una nueva cámara en la puerta y sabrás quien entra y sale .
Buen inicio de serie rust  .",videojuegos
jajajaja me reí mucho en ese directo,videojuegos
AliExpress de patrocinio?? Se va para arriba Ricoy. Merecido igual.,videojuegos
Ricoy haz un wioe con Lomito Buck Trece Carola y Agus,videojuegos
ricoy sube 2 videos diarios de rust porfaaaaaa,videojuegos
Y EL CODIGO? NO LO VEO,videojuegos
Ricoy eres el mejor un fuerte abrazo desde Panamá,videojuegos
"Ricoy eres un crack, tío. Al fin nuevo wipe.",videojuegos
Que onda ricoy saludos desde Argentina como siempre solo que ni lees los comentarios,videojuegos
MUCHO ANUNCIO TUS VIDEOS <.< PERO BUENOS VIDEOS JAJA <3,videojuegos
"Matar tiesos estando en tu forma de tieso, es siempre lo que más me gusta de los wipes de ricoy xd",videojuegos
"Al fin esperaba el video para dejar de estudiar alguien más?
",videojuegos
jajaja best comienzo ever,videojuegos
Tanto espere tu video hoy bebeto,videojuegos
"No queremos despegar de LATAM, queremos escapar xd",videojuegos
Saludos señor Miyagi de los tiesos,videojuegos
grandee,videojuegos
que pasa tieso?,videojuegos
Eres un crack sigue asiendo esto q te va a ir bien siempre,videojuegos
Eeeeeeeeee tieso,videojuegos
primero tieso!,videojuegos
Ricoy vendiendo skins por AliExpress,videojuegos
Saludos ricoy,videojuegos
Saludoa ricou,videojuegos
Grande tieeeeesooooooo,videojuegos
Hola ricoy siempre beo tus directos y videos,videojuegos
Buen video tieso y eso que ni lo e visto,videojuegos
Saludos de argentina ,videojuegos
Saluda tiesoooo,videojuegos
Fua aliexpress,videojuegos
Tiesooo,videojuegos
"Grande tieso, vamos a disfrutar de este nuevo inicio que promete mucho uwu",videojuegos
Que pasa tiesoooo,videojuegos
Primero,videojuegos
Epic Final,videojuegos
Ricoy que es lo que dice el pavo de la casa 3:00 que no lo entiendo,videojuegos
"Seria genial si haces una serie con illojuan o ElBokeron, eres un grandeeee",videojuegos
Que mochazo se llevó Agu en el heli jajajaja GG,videojuegos
"este final tuvo de todo, acción, drama, raideos, trolleos, risas, un buen like RICOY que espero que el siguiente wipe vuelvan a trollear a DESTRI o a CAROLA ajaja",videojuegos
Invita a lolito a jugar contigo,videojuegos
"Felicitaciones por los 141K loco, la verdad has logrado mucho y vas a lograr aún mucho más, realmente agradecido por los momentos de entretenimiento en mí día a dia",videojuegos
"Pobrecillo el de la casa tu, ya le querian reventar",videojuegos
X videos como estos siempre tengo instalado addblocker,videojuegos
"Gracias Ricoy por subir el wipe, eres un crack
PD: saludos desde México",videojuegos
Hay un poco de vidio En tu anuncio Rikoy ️,videojuegos
Eres un grande siempre me veo tus videos️,videojuegos
La próxima pon un vídeo pero de solo anuncios . Cada vez pones mas madre mía jajaja,videojuegos
La serie estuvo regenial .,videojuegos
"Ricoy, sigue con rust por favor",videojuegos
El final  me mato ajajajqjjq,videojuegos
Jajaja el clip de final,videojuegos
Se me hace que ya lo subió a YouTube y lo resubio,videojuegos
Ricoy usas algun tipo de filtro para encontrar buenos servidores en los que jugar?,videojuegos
E que al final de wipe con menos trece que lo le hicieron lo de los fuegos artificiales,videojuegos
Esto cada final de wipe de tiene que ser más grande con más fuegos artificiales,videojuegos
"Gran final ricoy , Agus y dextric",videojuegos
Dioooos que si van atrasados los videos... este directo lo vi hace muchísimo,videojuegos
